id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
5577,Jessica Ashwood,F,23,173,64,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
5631,"Kosovare ""Kosse"" Asllani",F,27,166,56,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
5687,Sofia Assefa Abebe,F,24,167,52,Ethiopia,ETH,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze
5692,Jenni Anna Christina Asserholt,F,17,172,71,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
5702,Igor Vyacheslavovich Astapkovich,M,37,192,120,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Hammer Throw,Bronze
5869,Louis Mark Attrill,M,25,193,95,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
5921,Musa Audu,M,24,174,75,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
5980,Anders Aukland,M,29,181,72,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
6164,Nduka Awazie,M,19,172,74,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
6177,Anders Per-Johan Axelsson,M,30,185,86,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
6201,Roberto Fabin Ayala,M,31,177,75,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold
6204,Almaz Ayana Eba,F,24,166,47,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Bronze
6204,Almaz Ayana Eba,F,24,166,47,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Gold
6256,"Luciana Paula ""Lucha"" Aymar",F,23,178,59,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
6256,"Luciana Paula ""Lucha"" Aymar",F,27,178,59,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze
6256,"Luciana Paula ""Lucha"" Aymar",F,30,178,59,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
6256,"Luciana Paula ""Lucha"" Aymar",F,34,178,59,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
6272,Sanjay Claude Ayre,M,20,188,84,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
6346,Jrmie Azou,M,27,178,71,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Gold
6352,Okechukwu Godson Azubuike,M,19,170,68,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
6389,Mehdi Abdelhafid Baala,M,29,183,65,France,FRA,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",Bronze
6397,"Alexander German ""Sander"" Baart",M,24,178,76,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
6406,Jaroslav Bba,M,19,199,86,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,Bronze
6556,Tina Bachmann,F,26,165,64,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold
6561,Isabell Bachor,F,21,174,63,Germany,GER,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Bronze
6587,David Anthony Backes,M,25,190,100,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
6594,"Stephen James ""Steve"" Backley",M,31,195,102,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Javelin Throw,Silver
6601,Rune Christian Bckman,M,25,191,93,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
6611,Lars Nicklas Bckstrm,M,26,185,95,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
6612,Niklas Oskar Bckstrm,M,31,185,89,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
6642,Sunday Bada,M,31,188,79,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
6736,Baek Seong-Dong,M,20,171,66,South Korea,KOR,2012 Summer,2012,Summer,London,Football,Football Men's Football,Bronze
6744,"Cameron ""Cam"" Baerg",M,31,182,90,Canada,CAN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Silver
6811,Julien Bahain,M,22,190,93,France,FRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Bronze
6880,Aleen May Bailey,F,23,170,64,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
6887,"Christina ""Chris"" Bailey",F,30,167,73,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
6912,Kemar Bailey-Cole,M,20,193,84,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
6912,Kemar Bailey-Cole,M,24,193,84,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
6930,Sandrine Bailly,F,26,172,58,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
6930,Sandrine Bailly,F,30,172,58,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
6932,"Andretti ""Dretti"" Bain",M,22,175,65,Bahamas,BAH,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
6934,Angie Lee Bainbridge,F,18,181,67,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
6934,Angie Lee Bainbridge,F,22,181,67,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
6979,"Fatmire ""Lira"" Bajramaj (-Alushi)",F,20,170,58,Germany,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze
7020,Kathleen Baker,F,19,173,68,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Silver
7020,Kathleen Baker,F,19,173,68,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
7021,Keshia Chantay Baker (-Kirtz),F,24,170,62,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
7022,Laurie Baker (-Mutch),F,25,170,61,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
7072,Billy Pierre Bakker,M,23,188,82,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
7133,Dmitry Igorevich Balandin,M,21,195,85,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,Gold
7219,Stefano Baldini,M,33,176,62,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,Gold
7273,Marcel Gerard Balkestein,M,31,180,77,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
7277,Ashleigh Julia Ball,F,26,181,70,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
7346,Darren Balmforth,M,27,178,70,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
7347,Coralie Balmy,F,25,180,67,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
7482,ver Maximiliano David Banega,M,20,175,73,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
7612,Carina Br,F,22,185,75,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Silver
7612,Carina Br,F,26,185,75,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Gold
7622,Enik Barabs-Mironcic,F,22,181,74,Romania,ROU,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
7673,Nataliya Ivanovna Baranova (Masolkina-),F,30,172,65,Russia,RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
7717,Brbara Micheline do Monte Barbosa,F,20,171,71,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
7809,Georgina Bardach Martin,F,20,172,63,Argentina,ARG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
7835,Fredy Jos Bareiro Gamarra,M,22,179,77,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
7904,Aleksander Barkov,M,18,190,91,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
8025,Thomas Gabriel Jrmie Baroukh,M,28,183,70,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
8050,"Thomas Patrick ""Tom"" Barrasso",M,36,190,95,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
8051,Bronte Amelia Arnold Barratt,F,19,171,59,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
8051,Bronte Amelia Arnold Barratt,F,23,171,59,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Freestyle,Bronze
8051,Bronte Amelia Arnold Barratt,F,23,171,59,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
8051,Bronte Amelia Arnold Barratt,F,27,171,59,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
8081,Diego Daniel Barreto Cceres,M,23,182,78,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
8082,dgar Osvaldo Barreto Cceres,M,20,178,78,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
8088,Brigetta LaShea Barrett,F,21,183,64,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's High Jump,Silver
8128,"Jennifer Mae ""Jenny"" Barringer-Simpson",F,29,166,53,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Bronze
8133,Mara Noel Barrionuevo,F,24,171,58,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
8133,Mara Noel Barrionuevo,F,28,171,58,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
8140,Yarelis Barrios Castaeda,F,25,172,89,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Discus Throw,Silver
8152,Erick Bernab Barrondo Garca,M,21,178,60,Guatemala,GUA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,Silver
8204,Mutaz Essa Barshim,M,21,190,65,Qatar,QAT,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,Bronze
8204,Mutaz Essa Barshim,M,25,190,65,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,Silver
8214,Jacob Jepsen Barse,M,23,188,73,Denmark,DEN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
8214,Jacob Jepsen Barse,M,27,188,73,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
8299,Laura Bartlett,F,24,169,63,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
8304,"Christopher Roger ""Chris"" Bartley",M,28,178,72,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
8306,Michiel Bernhard Emiel Marie Bartman,M,33,193,90,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Silver
8306,Michiel Bernhard Emiel Marie Bartman,M,37,193,90,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
8364,Saskia Bartusiak,F,33,170,60,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
8383,Varvara Borisovna Barysheva,F,28,168,62,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
8389,Andrea Barzagli,M,23,190,82,Italy,ITA,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Bronze
8417,Dimitri David Bascou,M,29,181,80,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Bronze
8514,Guillaume Bastille,M,24,176,70,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
8623,"Guinevere ""Guin"" Batten",F,32,172,74,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Silver
8626,Miriam Batten (-Luke),F,35,174,70,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Silver
8639,Romano Battisti,M,25,190,91,Italy,ITA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Double Sculls,Silver
8712,Luk Bauer,M,28,181,73,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Silver
8712,Luk Bauer,M,32,181,73,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
8712,Luk Bauer,M,32,181,73,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
8715,Robert Bauer,M,21,183,76,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
8725,Viola Bauer,F,25,167,61,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,Bronze
8725,Viola Bauer,F,25,167,61,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
8725,Viola Bauer,F,29,167,61,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
8847,Allison Baver,F,29,160,57,United States,USA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
8849,Florence  Andre Isabelle Baverel-Robert,F,31,167,60,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold
8849,Florence  Andre Isabelle Baverel-Robert,F,31,167,60,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
9003,Sebastian Bea,M,23,198,89,United States,USA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Silver
9034,Amanda Ray Beard (-Brown),F,18,173,59,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
9034,Amanda Ray Beard (-Brown),F,22,173,59,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,Gold
9034,Amanda Ray Beard (-Brown),F,22,173,59,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,Silver
9034,Amanda Ray Beard (-Brown),F,22,173,59,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
9040,"Jonathan ""Jon"" Beare",M,34,185,75,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
9067,Clment Beaud,M,19,184,81,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold
9111,Anna Rose Bebington-Watkins,F,25,183,78,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Double Sculls,Bronze
9111,Anna Rose Bebington-Watkins,F,29,183,78,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Double Sculls,Gold
9118,Sylvie Becaert,F,30,166,54,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
9118,Sylvie Becaert,F,34,166,54,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
9142,Kelly Bchard,F,24,175,66,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
9152,Christoph Bechmann,M,32,190,88,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
9231,Stephanie Beckert,F,21,172,73,Germany,GER,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Women's 3,000 metres",Silver
9231,Stephanie Beckert,F,21,172,73,Germany,GER,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Women's 5,000 metres",Silver
9231,Stephanie Beckert,F,21,172,73,Germany,GER,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
9239,Janine Elizabeth Beckie,F,21,173,63,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
9259,Violeta Beclea-Szekely,F,35,169,52,Romania,ROU,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 1,500 metres",Silver
9276,ric Bdard,M,25,173,77,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
9276,ric Bdard,M,29,173,77,Canada,CAN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
9291,"Barbara Jane ""B. J."" Bedford (-Miller)",F,27,172,61,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
9355,"Daniel ""Dan"" Beery",M,29,200,97,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
9432,"Genevieve ""Gen"" Behrent",F,25,183,73,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Silver
9434,Melanie Behringer,F,22,172,71,Germany,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze
9434,Melanie Behringer,F,30,172,71,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
9460,Elizabeth Lyon Beisel,F,19,168,68,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,Bronze
9460,Elizabeth Lyon Beisel,F,19,168,68,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,Silver
9464,Ruth Beita Vila,F,37,191,72,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Gold
9487,Kenenisa Bekele Beyecha,M,22,165,56,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 5,000 metres",Silver
9487,Kenenisa Bekele Beyecha,M,22,165,56,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 10,000 metres",Gold
9487,Kenenisa Bekele Beyecha,M,26,165,56,Ethiopia,ETH,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 5,000 metres",Gold
9487,Kenenisa Bekele Beyecha,M,26,165,56,Ethiopia,ETH,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",Gold
9490,Tariku Bekele Beyecha,M,25,173,65,Ethiopia,ETH,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",Bronze
9502,Fredrik Raaen Bekken,M,25,183,84,Norway,NOR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Silver
9509,Kristin Bekkevold,F,23,173,64,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Gold
9546,Jose Blanger,F,30,163,63,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
9573,Claudia Renate Belderbos,F,27,175,72,Netherlands,NED,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze
9669,Kacey Lee Bellamy,F,22,170,66,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
9669,Kacey Lee Bellamy,F,26,170,66,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
9747,Stefania Belmondo,F,33,158,45,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Bronze
9747,Stefania Belmondo,F,33,158,45,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,Gold
9747,Stefania Belmondo,F,33,158,45,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Silver
9750,Mireia Belmonte Garca,F,21,170,59,Spain,ESP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Silver
9750,Mireia Belmonte Garca,F,21,170,59,Spain,ESP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Butterfly,Silver
9750,Mireia Belmonte Garca,F,25,170,59,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,Gold
9750,Mireia Belmonte Garca,F,25,170,59,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
9764,Alexander Belonogoff,M,26,187,90,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
9990,Lars Bender,M,27,184,80,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
9991,Sven Bender,M,27,185,80,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
